city,state,state_name,county,lat,lng,population,density,timezone,zips
"Millboro","VA","Virginia","Bath","37.9785","-79.6022","158","51.3","America/New_York","24460"
"Netawaka","KS","Kansas","Jackson","39.603","-95.7189","158","63","America/Chicago","66516"
"Daphnedale Park","CA","California","Modoc","41.507","-120.5472","158","73.7","America/Los_Angeles","96101"
"Pine Island","FL","Florida","Hernando","28.5727","-82.6546","158","336","America/New_York","34607"
"Fisher","LA","Louisiana","Sabine","31.4934","-93.4597","158","99","America/Chicago","71426,71449"
"Latty","OH","Ohio","Paulding","41.0879","-84.5832","158","108.5","America/New_York","45855"
"Indianola","OK","Oklahoma","Pittsburg","35.1637","-95.7761","158","127.3","America/Chicago","74442"
"Canjilon","NM","New Mexico","Rio Arriba","36.484","-106.4334","158","19","America/Denver","87515"
"Welty","OK","Oklahoma","Okfuskee","35.6257","-96.4195","158","25.7","America/Chicago","74010,74833"
"Leisure Lake","MO","Missouri","Grundy","40.11","-93.7236","158","43.9","America/Chicago","64683"
"Alston","GA","Georgia","Montgomery","32.081","-82.4789","158","21.4","America/New_York","30473,30410,30412"
"Fairview","PA","Pennsylvania","Butler","41.0156","-79.7433","158","266.6","America/New_York","16050"
"Cherry Creek","SD","South Dakota","Ziebach","44.6048","-101.4996","158","99.4","America/Denver","57622"
"Nunica","MI","Michigan","Ottawa","43.081","-86.0721","158","33.3","America/Detroit","49448"
"Oneida","KY","Kentucky","Clay","37.2701","-83.6496","158","29.9","America/New_York","40962,40972"
"Orovada","NV","Nevada","Humboldt","41.5492","-117.8235","158","2.8","America/Los_Angeles","89425"
"Gabbs","NV","Nevada","Nye","38.8621","-117.933","158","40.7","America/Los_Angeles","89409"
"Townshend","VT","Vermont","Windham","43.047","-72.6692","158","71.4","America/New_York","5353"
"Vanceboro","ME","Maine","Washington","45.5674","-67.4293","158","84.9","America/New_York","4491"
"Hobble Creek","UT","Utah","Utah","40.2084","-111.4859","158","28.5","America/Denver","84663"
"Big Falls","MN","Minnesota","Koochiching","48.1794","-93.8092","157","10","America/Chicago","56627"
"Pine Apple","AL","Alabama","Wilcox","31.8722","-86.9891","157","19.6","America/Chicago","36768"
"Isleta Comunidad","PR","Puerto Rico","Moca","18.3767","-67.1123","157","835.9","America/Puerto_Rico","676"
"Sweet Water","AL","Alabama","Marengo","32.1046","-87.8619","157","25.8","America/Chicago","36782"
"Sena","NM","New Mexico","San Miguel","35.3036","-105.3913","157","28.5","America/Denver","87560"
"Tabiona","UT","Utah","Duchesne","40.3544","-110.7096","157","271.4","America/Denver","84072"
"Devol","OK","Oklahoma","Cotton","34.1954","-98.5882","157","121.8","America/Chicago","73531"
"Stone Bluff","IN","Indiana","Fountain","40.17","-87.2528","157","74.5","America/Indiana/Indianapolis","47987"
"Wellersburg","PA","Pennsylvania","Somerset","39.7306","-78.8478","157","74.8","America/New_York","15564,15545"
"Dukedom","TN","Tennessee","Weakley","36.4949","-88.7163","157","32.5","America/Chicago","38226,38237"
"Big Falls","WI","Wisconsin","Waupaca","44.6175","-89.0166","157","127.9","America/Chicago","54486,54926"
"Rimrock Colony","MT","Montana","Toole","48.8954","-112.0952","157","236.2","America/Denver","59482"
"Hendersonville","PA","Pennsylvania","Washington","40.3007","-80.1583","157","152.1","America/New_York","15317,15339"
"Humnoke","AR","Arkansas","Lonoke","34.5422","-91.7596","157","145.6","America/Chicago","72072"
"Castana","IA","Iowa","Monona","42.0734","-95.9104","157","66.8","America/Chicago","51010"
"Tuscumbia","MO","Missouri","Miller","38.2369","-92.4601","157","204","America/Chicago","65082"
"Chloride","AZ","Arizona","Mohave","35.4097","-114.1972","157","40.2","America/Phoenix","86431"
"Ulysses","NE","Nebraska","Butler","41.0721","-97.203","157","207.5","America/Chicago","68669"
"Barnesdale","OR","Oregon","Tillamook","45.6487","-123.8545","157","81.3","America/Los_Angeles","97131"
"Valley Hi","OH","Ohio","Logan","40.3162","-83.6759","157","97.5","America/New_York","43360"
"Hardy","NE","Nebraska","Nuckolls","40.0113","-97.924","157","99.9","America/Chicago","68943"
"Ocotillo","CA","California","Imperial","32.7431","-116.002","157","6.8","America/Los_Angeles","92259"
"Port Mansfield","TX","Texas","Willacy","26.5623","-97.4365","157","12.3","America/Chicago","78598"
"Okreek","SD","South Dakota","Todd","43.3533","-100.3826","157","1.3","America/Chicago","57580,57563"
"Allen","KY","Kentucky","Floyd","37.6119","-82.7291","157","327.5","America/New_York","41601"
"Raywick","KY","Kentucky","Marion","37.5606","-85.4311","157","67.7","America/New_York","40060"
"Sylvanite","MT","Montana","Lincoln","48.7063","-115.8741","157","10.6","America/Denver","59935"
"Hannibal","OH","Ohio","Monroe","39.6718","-80.8737","157","54.4","America/New_York","43946,43915,43931"
"Redstone","CO","Colorado","Pitkin","39.1839","-107.2407","157","138.4","America/Denver","81623"
"Fairview","IN","Indiana","Randolph","40.2976","-85.1962","156","112.6","America/Indiana/Indianapolis","47373"
"Huttonsville","WV","West Virginia","Randolph","38.7139","-79.9765","156","275.3","America/New_York","26273"
"Rover","AR","Arkansas","Yell","34.9518","-93.409","156","17.3","America/Chicago","72860"
"Booth","WV","West Virginia","Monongalia","39.5976","-80.0191","156","109.6","America/New_York","26501"
"Dodson","MT","Montana","Phillips","48.3953","-108.2472","156","150.4","America/Denver","59524"
"Drummond","WI","Wisconsin","Bayfield","46.3437","-91.25","156","43.1","America/Chicago","54832"
"Edgemont","MD","Maryland","Washington","39.6766","-77.547","156","113.6","America/New_York","21783"
"Bishop Hill","IL","Illinois","Henry","41.1998","-90.1175","156","113.1","America/Chicago","61419"
"Silver Creek","MN","Minnesota","Wright","45.3127","-93.9827","156","40.4","America/Chicago","55358"
"Fisher","AR","Arkansas","Poinsett","35.4915","-90.9725","156","122.3","America/Chicago","72429"
"Cecil","OH","Ohio","Paulding","41.219","-84.6017","156","41.2","America/New_York","45821"
"Black Hawk","CO","Colorado","Gilpin","39.8043","-105.495","156","19.3","America/Denver","80427,80422"
"Tajique","NM","New Mexico","Torrance","34.7601","-106.301","156","22.3","America/Denver","87061,87016"
"Pritchett","CO","Colorado","Baca","37.3701","-102.8588","156","142.7","America/Denver","81064"
"Kinney","MN","Minnesota","St. Louis","47.5167","-92.7227","156","15.4","America/Chicago","55768,55758"
"Maple Grove","MI","Michigan","Benzie","44.7091","-85.8538","156","248.8","America/Detroit","49650"
"Hallwood","VA","Virginia","Accomack","37.8774","-75.5897","156","159.1","America/New_York","23359"
"Hobson","AL","Alabama","Washington","31.4836","-88.1513","156","20.5","America/Chicago","36518"
"Du Bois","NE","Nebraska","Pawnee","40.0346","-96.0466","156","137.6","America/Chicago","68345"
"Boston","VA","Virginia","Accomack","37.6039","-75.8437","156","23.5","America/New_York","23420"
"Colony","OK","Oklahoma","Washita","35.3486","-98.6715","156","65.4","America/Chicago","73021"
"Erhard","MN","Minnesota","Otter Tail","46.4836","-96.0965","156","109.1","America/Chicago","56534"
"Olivet","IL","Illinois","Vermilion","39.9461","-87.6396","156","40","America/Chicago","61846"
"Florissant","CO","Colorado","Teller","38.9445","-105.29","156","116.8","America/Denver","80816"
"Marksboro","NJ","New Jersey","Warren","40.9811","-74.9082","156","28","America/New_York","7825"
"Prairie View","KS","Kansas","Phillips","39.832","-99.5732","156","124.2","America/Chicago","67664"
"Nogal","NM","New Mexico","Lincoln","33.5382","-105.7119","156","7.9","America/Denver","88341"
"Louise","MS","Mississippi","Humphreys","32.9816","-90.5904","155","261.9","America/Chicago","39097"
"Vaiva Vo","AZ","Arizona","Pinal","32.7167","-111.9269","155","129.9","America/Phoenix","85193"
"Hurontown","MI","Michigan","Houghton","47.1091","-88.5737","155","828.1","America/Detroit","49931"
"Falls View","WV","West Virginia","Fayette","38.1296","-81.2539","155","280.6","America/New_York","25040,25002"
"Manchester","OK","Oklahoma","Grant","36.9945","-98.0351","155","84.6","America/Chicago","73758"
"Franklin","MO","Missouri","Howard","39.0111","-92.755","155","160","America/Chicago","65250"
"Onward","IN","Indiana","Cass","40.6947","-86.1948","155","153.1","America/Indiana/Indianapolis","46994,46967"
"Fulton","AR","Arkansas","Hempstead","33.6126","-93.8138","155","299.1","America/Chicago","71838"
"Custer","MT","Montana","Yellowstone","46.1292","-107.5554","155","250.7","America/Denver","59024"
"Livingston","KY","Kentucky","Rockcastle","37.298","-84.2157","155","139.6","America/New_York","40445"
"Campus","IL","Illinois","Livingston","41.0247","-88.3072","155","145.3","America/Chicago","60920"
"Raritan","IL","Illinois","Henderson","40.6958","-90.8251","155","115.3","America/Chicago","61471"
"Kenefic","OK","Oklahoma","Bryan","34.15","-96.3644","155","60.1","America/Chicago","74748,74729"
"Lansing","MN","Minnesota","Mower","43.7476","-92.9657","155","76.2","America/Chicago","55950,55912"
"Love Valley","NC","North Carolina","Iredell","35.9872","-80.9836","155","58.5","America/New_York","28625"
"Coal Center","PA","Pennsylvania","Washington","40.07","-79.9009","155","265.2","America/New_York","15423"
"Waco","NE","Nebraska","York","40.897","-97.4619","155","293.6","America/Chicago","68460"
"Tatums","OK","Oklahoma","Carter","34.4779","-97.466","155","29.9","America/Chicago","73487"
"Cambria","MI","Michigan","Hillsdale","41.8181","-84.6628","155","48.4","America/Detroit","49242"
"Petty","TX","Texas","Lamar","33.6034","-95.8055","155","103.9","America/Chicago","75470"
"Cape May Point","NJ","New Jersey","Cape May","38.9372","-74.9651","155","291.2","America/New_York","8212"
"Mount Olivet","KY","Kentucky","Robertson","38.5318","-84.0357","155","72.4","America/New_York","41064"
"Buttzville","NJ","New Jersey","Warren","40.8293","-75.006","155","72.6","America/New_York","07823,07863"
"West Havre","MT","Montana","Hill","48.5471","-109.731","155","31.6","America/Denver","59501"
"Sedgwick","AR","Arkansas","Lawrence","35.9742","-90.8621","155","115.2","America/Chicago","72476"
"Nespelem","WA","Washington","Okanogan","48.167","-118.9722","155","225.3","America/Los_Angeles","99155"
"Otter Creek","FL","Florida","Levy","29.3238","-82.7734","155","44","America/New_York","32626,32683"
"Boyers","PA","Pennsylvania","Butler","41.1084","-79.8989","155","82.5","America/New_York","16040,16020,16016"
"Potters Mills","PA","Pennsylvania","Centre","40.8023","-77.6271","155","47","America/New_York","16875"
"Fairford","AL","Alabama","Washington","31.178","-88.0728","155","19.5","America/Chicago","36553"
"Arbovale","WV","West Virginia","Pocahontas","38.4353","-79.8116","155","102.7","America/New_York","24915"
"Mount Etna","IN","Indiana","Huntington","40.7411","-85.5619","155","83.8","America/Indiana/Indianapolis","46792,46750"
"Oneida","KS","Kansas","Nemaha","39.8668","-95.9398","155","26.9","America/Chicago","66538,66522"
"West Mineral","KS","Kansas","Cherokee","37.2839","-94.9268","155","115.2","America/Chicago","66782"
"Lake Everett","IN","Indiana","Allen","41.1541","-85.3153","154","103.6","America/Indiana/Indianapolis","46818"
"Vincent","OH","Ohio","Washington","39.3749","-81.671","154","146.7","America/New_York","45784"
"Elizabeth","MN","Minnesota","Otter Tail","46.3798","-96.1309","154","169.8","America/Chicago","56537,56533"
"Hutton","MD","Maryland","Garrett","39.4145","-79.4801","154","138","America/New_York","21550"
"Saco","MT","Montana","Phillips","48.4571","-107.3414","154","124.4","America/Denver","59261"
"Coker Creek","TN","Tennessee","Monroe","35.2632","-84.2882","154","31","America/New_York","37385"
"Talma","IN","Indiana","Fulton","41.1539","-86.135","154","102.2","America/Indiana/Indianapolis","46975"
"Hughesville","MO","Missouri","Pettis","38.8371","-93.2953","154","295.7","America/Chicago","65334"
"Cusseta","AL","Alabama","Chambers","32.7876","-85.3057","154","22.7","America/Chicago","36852"
"Somers","IA","Iowa","Calhoun","42.3788","-94.431","154","90.6","America/Chicago","50586"
"New Liberty","IA","Iowa","Scott","41.7161","-90.878","154","127.2","America/Chicago","52765"
"Sedgwick","CO","Colorado","Sedgwick","40.9355","-102.5256","154","152.8","America/Denver","80749"
"Pinion Pines","AZ","Arizona","Mohave","35.1466","-113.9058","154","39.6","America/Phoenix","86401"
"Mine La Motte","MO","Missouri","Madison","37.6145","-90.2943","154","18.2","America/Chicago","63645"
"Long Creek","OR","Oregon","Grant","44.7142","-119.1042","154","58.1","America/Los_Angeles","97856"
"Blanford","IN","Indiana","Vermillion","39.667","-87.5203","154","140.1","America/Indiana/Indianapolis","47842,47831"
"Branchville","VA","Virginia","Southampton","36.5698","-77.2501","154","139.3","America/New_York","23828"
"Stonega","VA","Virginia","Wise","36.9522","-82.7899","154","95.6","America/New_York","24216"
"Boston","KY","Kentucky","Nelson","37.7837","-85.6804","154","30.3","America/New_York","40107"
"Ayrshire","IA","Iowa","Palo Alto","43.0396","-94.8338","154","141.3","America/Chicago","50515"
"West Elkton","OH","Ohio","Preble","39.5881","-84.5597","154","101.9","America/New_York","45070,45064"
"Northville","SD","South Dakota","Spink","45.1554","-98.5793","154","142.8","America/Chicago","57465"
"Kossuth","MS","Mississippi","Alcorn","34.8726","-88.6428","154","61.6","America/Chicago","38834"
"Springfield","WI","Wisconsin","Walworth","42.6407","-88.4135","154","88.3","America/Chicago","53147,53176"
"Camden-on-Gauley","WV","West Virginia","Webster","38.3686","-80.5973","154","154","America/New_York","26208"
"Fountain Springs","PA","Pennsylvania","Schuylkill","40.7722","-76.3284","154","105.9","America/New_York","17921"
"Spring Drive Mobile Home Park","PA","Pennsylvania","Blair","40.3071","-78.3301","154","1088.7","America/New_York","16662"
"Vidette","GA","Georgia","Burke","33.0376","-82.2474","153","60.7","America/New_York","30830,30434"
"Old Bennington","VT","Vermont","Bennington","42.8848","-73.2143","153","148.5","America/New_York","5201"
"Cold Bay","AK","Alaska","Aleutians East","55.2122","-162.7475","153","1.1","America/Nome","99571"
"Cuney","TX","Texas","Cherokee","32.0374","-95.4147","153","35.9","America/Chicago","75759"
"Steuben","WI","Wisconsin","Crawford","43.1833","-90.8569","153","9.5","America/Chicago","54657"
"Bay View","MI","Michigan","Emmet","45.386","-84.929","153","35.4","America/Detroit","49770"
"Winston","MO","Missouri","Daviess","39.8699","-94.1416","153","254","America/Chicago","64689"
"Pickwick","MN","Minnesota","Winona","43.9815","-91.4946","153","92","America/Chicago","55987"
"Unity","IL","Illinois","Alexander","37.152","-89.273","153","84.2","America/Chicago","62988"
"Baxter","WV","West Virginia","Marion","39.541","-80.1439","153","176.9","America/New_York","26560,26588"
"Ojo Sarco","NM","New Mexico","Rio Arriba","36.125","-105.7846","153","17.3","America/Denver","87521,87527"
"Austwell","TX","Texas","Refugio","28.3911","-96.8435","153","74.2","America/Chicago","77950"
"Lozano","TX","Texas","Cameron","26.1896","-97.5437","153","440.6","America/Chicago","78586"
"Prairie Hill","MO","Missouri","Chariton","39.5208","-92.7363","153","128.9","America/Chicago","65281"
"Atlanta","KS","Kansas","Cowley","37.4358","-96.767","153","123.5","America/Chicago","67008"
"Dwale","KY","Kentucky","Floyd","37.6253","-82.7277","153","96.9","America/New_York","41621"
"Corning","KS","Kansas","Nemaha","39.657","-96.0288","153","171.6","America/Chicago","66417"
"Little Bitterroot Lake","MT","Montana","Flathead","48.118","-114.7206","153","7","America/Denver","59925"
"Hyannis","NE","Nebraska","Grant","42.0006","-101.7624","153","113.4","America/Denver","69350"
"Kaktovik","AK","Alaska","North Slope","70.1231","-143.6258","153","76.3","America/Anchorage","99747"
"Cannelburg","IN","Indiana","Daviess","38.668","-86.9977","153","140.2","America/Indiana/Vincennes","47519"
"Bienville","LA","Louisiana","Bienville","32.3618","-92.9788","153","5.4","America/Chicago","71008"
"Bransford","TN","Tennessee","Sumner","36.5133","-86.2853","153","14.7","America/Chicago","37022"
"Alamo Beach","TX","Texas","Calhoun","28.5734","-96.5655","153","78.1","America/Chicago","77979"
"Oak Shores","CA","California","San Luis Obispo","35.7602","-120.9813","153","11.6","America/Los_Angeles","93426"
"South Edmeston","NY","New York","Otsego","42.6854","-75.3113","153","63.1","America/New_York","13411"
"Nara Visa","NM","New Mexico","Quay","35.6068","-103.1043","153","8.4","America/Denver","88430"
"Marion","ND","North Dakota","LaMoure","46.6091","-98.3375","152","70.1","America/Chicago","58466"
"Bascom","FL","Florida","Jackson","30.9278","-85.1181","152","111.9","America/Chicago","32423"
"Broadview","MT","Montana","Yellowstone","46.0988","-108.8789","152","184.4","America/Denver","59015"
"Lorraine","KS","Kansas","Ellsworth","38.569","-98.3174","152","164.9","America/Chicago","67459"
"Longville","MN","Minnesota","Cass","46.9877","-94.212","152","69","America/Chicago","56655"
"Drakesville","IA","Iowa","Davis","40.7986","-92.4813","152","197.6","America/Chicago","52552"
"Jacksonville","VT","Vermont","Windham","42.7976","-72.8192","152","51.6","America/New_York","5342"
"Le Flore","OK","Oklahoma","Le Flore","34.8981","-94.9772","152","44.7","America/Chicago","74942"
"Norge","OK","Oklahoma","Grady","34.9888","-97.9941","152","171.9","America/Chicago","73018"
"Hunter","OK","Oklahoma","Garfield","36.564","-97.6625","152","207.5","America/Chicago","74640"
"Steptoe","WA","Washington","Whitman","47.0075","-117.3502","152","26.4","America/Los_Angeles","99111,99174"
"Jamestown","NM","New Mexico","McKinley","35.4692","-108.4396","152","21.5","America/Denver","87347"
"Hannasville","PA","Pennsylvania","Venango","41.4716","-79.9311","152","37.9","America/New_York","16314,16323,16362"
"Bellingham","MN","Minnesota","Lac qui Parle","45.1367","-96.284","152","151.6","America/Chicago","56212"
"Sidney","AR","Arkansas","Sharp","36.0044","-91.6583","152","28.1","America/Chicago","72577,72521"
"Minnesota City","MN","Minnesota","Winona","44.0923","-91.75","152","220.5","America/Chicago","55959"
"McKeansburg","PA","Pennsylvania","Schuylkill","40.6823","-76.0196","152","186.9","America/New_York","17960"
"North Westminster","VT","Vermont","Windham","43.1219","-72.4554","152","120.8","America/New_York","05101,05158"
"Holliday","MO","Missouri","Monroe","39.4936","-92.1312","152","116.2","America/Chicago","65258"
"Columbia","NJ","New Jersey","Warren","40.926","-75.0945","152","371.8","America/New_York","7832"
"Quinwood","WV","West Virginia","Greenbrier","38.0586","-80.706","152","204.3","America/New_York","25981"
"Askewville","NC","North Carolina","Bertie","36.1116","-76.9412","152","99.2","America/New_York","27983"
"Kamaili","HI","Hawaii","Hawaii","19.4391","-154.9189","152","8.3","Pacific/Honolulu","96778"
"Celeryville","OH","Ohio","Huron","41.0287","-82.7273","152","113.6","America/New_York","44890"
"Cumberland-Hesstown","NJ","New Jersey","Cumberland","39.3641","-74.9284","152","23","America/New_York","8332"
"Stonewall","NC","North Carolina","Pamlico","35.1371","-76.7406","151","34.2","America/New_York","28515,28556,28583"
"Spray","OR","Oregon","Wheeler","44.8335","-119.7949","151","100.3","America/Los_Angeles","97874"
"Port Lions","AK","Alaska","Kodiak Island","57.8758","-152.8737","151","11.7","America/Anchorage","99550"
"Breckenridge","OK","Oklahoma","Garfield","36.4621","-97.7274","151","3.8","America/Chicago","73701"
"Garrison","MN","Minnesota","Crow Wing","46.2992","-93.8264","151","55.7","America/Chicago","56450"
"Capron","VA","Virginia","Southampton","36.7093","-77.2013","151","136.3","America/New_York","23829"
"La Clede","IL","Illinois","Fayette","38.8806","-88.7128","151","124.3","America/Chicago","62838,62426"
"Meadowlands","MN","Minnesota","St. Louis","47.0731","-92.7312","151","170.4","America/Chicago","55765"
"Tollette","AR","Arkansas","Howard","33.8181","-93.8969","151","60.6","America/Chicago","71851"
"Idaville","PA","Pennsylvania","Adams","40.0199","-77.2034","151","83.5","America/New_York","17324,17337"
"Westphalia","IA","Iowa","Shelby","41.7192","-95.3937","151","181.6","America/Chicago","51537,51578"
"Templeville","MD","Maryland","Caroline","39.1361","-75.7676","151","167.2","America/New_York","21649"
"Elida","NM","New Mexico","Roosevelt","33.9469","-103.6531","151","57","America/Denver","88116"
"Zap","ND","North Dakota","Mercer","47.2847","-101.9233","151","57.2","America/North_Dakota/Beulah","58580"
"May","TX","Texas","Brown","31.9798","-98.9247","151","39.2","America/Chicago","76857"
"Hickory Corners","MI","Michigan","Barry","42.4363","-85.3793","151","28.2","America/Detroit","49060"
"Longview","MS","Mississippi","Oktibbeha","33.4027","-88.9256","151","35","America/Chicago","39759"
"Tampa","KS","Kansas","Marion","38.5481","-97.1542","151","99.4","America/Chicago","67483"
"Newtonville","IN","Indiana","Spencer","38.002","-86.9433","151","80","America/Chicago","47615"
"Burlington Flats","NY","New York","Otsego","42.7404","-75.1843","151","25.3","America/New_York","13315"
"King William","VA","Virginia","King William","37.6882","-77.0212","151","12.6","America/New_York","23086,23177"
"Metcalf","IL","Illinois","Edgar","39.8004","-87.8078","151","98.2","America/Chicago","61940"
"Falun","KS","Kansas","Saline","38.6745","-97.7511","151","52.6","America/Chicago","67442"
"Mound Station","IL","Illinois","Brown","40.0066","-90.8737","151","112.4","America/Chicago","62375"
"Salvisa","KY","Kentucky","Mercer","37.921","-84.8615","151","31.7","America/New_York","40372"
"Organ","NM","New Mexico","Doña Ana","32.4251","-106.6025","151","67.6","America/Denver","88052"
"Belfry","KY","Kentucky","Pike","37.6194","-82.2684","150","80.3","America/New_York","41514"
"Lamont","WA","Washington","Whitman","47.2007","-117.9049","150","81.4","America/Los_Angeles","99017"
"Lodge","SC","South Carolina","Colleton","33.0678","-80.9537","150","18.4","America/New_York","29082"
"Candlewood Knolls","CT","Connecticut","Western Connecticut","41.4791","-73.4636","150","540.4","America/New_York","6812"
"Utica","PA","Pennsylvania","Venango","41.436","-79.9592","150","41.4","America/New_York","16362"
"Economy","IN","Indiana","Wayne","39.9774","-85.0868","150","276.7","America/Indiana/Indianapolis","47339,47346"
"Grayson","OK","Oklahoma","Okmulgee","35.5054","-95.8716","150","51.3","America/Chicago","74437"
"Blue Mountain","AR","Arkansas","Logan","35.1311","-93.7162","150","54.4","America/Chicago","72826,72943"
"Altamont","MO","Missouri","Daviess","39.8886","-94.0866","150","250.2","America/Chicago","64620"
"Medora","ND","North Dakota","Billings","46.9124","-103.5251","150","147.3","America/Denver","58645"
"Martinsburg","IN","Indiana","Washington","38.444","-86.0261","150","129.8","America/Kentucky/Louisville","47165,47164"
"Rexford","KS","Kansas","Thomas","39.4705","-100.7439","150","239.5","America/Chicago","67753"
"Pulcifer","WI","Wisconsin","Shawano","44.8476","-88.3592","150","56.1","America/Chicago","54111,54124"
"Torreon","NM","New Mexico","Torrance","34.7242","-106.3008","150","7","America/Denver","87061,87016"
"Adams","ND","North Dakota","Walsh","48.4202","-98.0737","150","59.4","America/Chicago","58210"
"Orchard Hill","GA","Georgia","Spalding","33.1851","-84.2123","150","295.6","America/New_York","30224"
"Ogden","AR","Arkansas","Little River","33.5859","-94.0469","150","129.3","America/Chicago","71853,71822"
"Bristow Cove","AL","Alabama","Etowah","34.1092","-86.241","150","5.3","America/Chicago","35956"
"New Burnside","IL","Illinois","Johnson","37.5787","-88.7727","150","55.4","America/Chicago","62967"
"North Bay","NY","New York","Oneida","43.2283","-75.745","150","51.9","America/New_York","13308,13123"
"Damar","KS","Kansas","Rooks","39.3192","-99.5844","150","141.5","America/Chicago","67632"
"Elbert","CO","Colorado","Elbert","39.2189","-104.5404","150","105.7","America/Denver","80106"
"Graham","MO","Missouri","Nodaway","40.2013","-95.0404","150","185.2","America/Chicago","64455"
"Marathon","OH","Ohio","Clermont","39.1453","-84.0063","150","190","America/New_York","45176"
"Maxville","MT","Montana","Granite","46.476","-113.2355","150","8.3","America/Denver","59837"
"Navarino","WI","Wisconsin","Shawano","44.6109","-88.4934","150","52","America/Chicago","54107"
"Chula","MO","Missouri","Livingston","39.9219","-93.4776","150","289.9","America/Chicago","64635"
"Albany","OK","Oklahoma","Bryan","33.8769","-96.16","150","14.1","America/Chicago","74726,74721"
"Moclips","WA","Washington","Grays Harbor","47.2348","-124.2024","150","32.5","America/Los_Angeles","98571,98562"
"Butler","TN","Tennessee","Johnson","36.3562","-82.0347","150","75.9","America/New_York","37640"
"Jefferson","NY","New York","Schoharie","42.4813","-74.6062","150","54.4","America/New_York","12093"
"Simpson","KS","Kansas","Mitchell","39.386","-97.934","149","49.8","America/Chicago","67478"
"Sparks","OK","Oklahoma","Lincoln","35.6113","-96.8191","149","144","America/Chicago","74869"
"Segundo","CO","Colorado","Las Animas","37.1225","-104.7395","149","82.9","America/Denver","81082"
"Creston","NE","Nebraska","Platte","41.708","-97.3625","149","221.2","America/Chicago","68631"
"Butlerville","IN","Indiana","Jennings","39.0325","-85.5131","149","148.2","America/Indiana/Indianapolis","47223"
"Webster","IN","Indiana","Wayne","39.9034","-84.9452","149","131.7","America/Indiana/Indianapolis","47392,47374"
"Rudy","AR","Arkansas","Crawford","35.5304","-94.2406","149","35.4","America/Chicago","72921,72952"
"Grenola","KS","Kansas","Elk","37.3507","-96.4494","149","123.7","America/Chicago","67346"
"Ophiem","IL","Illinois","Henry","41.2538","-90.3827","149","48.7","America/Chicago","61262,61468"
"Boaz","WI","Wisconsin","Richland","43.3299","-90.5277","149","159.3","America/Chicago","53573,53581"
"Kell","IL","Illinois","Marion","38.4912","-88.9032","149","57.4","America/Chicago","62853"
"Bellville","GA","Georgia","Evans","32.1526","-81.9743","149","58.3","America/New_York","30414,30417"
"Layton","FL","Florida","Monroe","24.8247","-80.8128","149","184.1","America/New_York","33001"
"Greenfield","OK","Oklahoma","Blaine","35.729","-98.3775","149","132.1","America/Chicago","73043"
"Melbeta","NE","Nebraska","Scotts Bluff","41.7819","-103.5171","149","145.5","America/Denver","69355"
"Perkins","MO","Missouri","Scott","37.0942","-89.7747","149","55.6","America/Chicago","63774"
"Hopewell","PA","Pennsylvania","Bedford","40.1345","-78.2666","149","109.7","America/New_York","16650"
"Keensburg","IL","Illinois","Wabash","38.3518","-87.8683","149","42.6","America/Chicago","62863,62852"
"Pinos Altos","NM","New Mexico","Grant","32.8665","-108.2221","149","76.1","America/Denver","88053"
"Homestead","IA","Iowa","Iowa","41.7612","-91.8711","149","44.2","America/Chicago","52236"
"Gilson","IL","Illinois","Knox","40.8629","-90.1992","149","37.7","America/Chicago","61436"
"Ludlow Falls","OH","Ohio","Miami","39.9981","-84.3392","149","252.7","America/New_York","45339"
"Bald Head Island","NC","North Carolina","Brunswick","33.866","-77.9862","149","14.7","America/New_York","28461"
"El Rancho","CA","California","Tulare","36.2207","-119.0684","149","323.5","America/Los_Angeles","93247"
"Fall River","KS","Kansas","Greenwood","37.6078","-96.0286","148","138.5","America/Chicago","67047"
"Falling Spring","WV","West Virginia","Greenbrier","37.9926","-80.3576","148","111","America/New_York","24966"
"Proctor","TX","Texas","Comanche","31.9867","-98.4304","148","141","America/Chicago","76446,76468"
"Henderson","MD","Maryland","Caroline","39.075","-75.766","148","112.5","America/New_York","21640,21649"
"Daniel","WY","Wyoming","Sublette","42.8657","-110.0766","148","11.2","America/Denver","83115"
"Lake Lillian","MN","Minnesota","Kandiyohi","44.9458","-94.8801","148","126.2","America/Chicago","56253"
"Smoaks","SC","South Carolina","Colleton","33.0895","-80.8142","148","35.1","America/New_York","29481"
"Ali Molina","AZ","Arizona","Pima","31.9025","-111.7804","148","74.1","America/Phoenix","85634"
"Smithland","IA","Iowa","Woodbury","42.2288","-95.9315","148","232.9","America/Chicago","51056"
"Riverton","MN","Minnesota","Crow Wing","46.4584","-94.0488","148","70.5","America/Chicago","56455"
"Crestline","KS","Kansas","Cherokee","37.1701","-94.7065","148","32.1","America/Chicago","66739,66725"
"Wopsononock","PA","Pennsylvania","Blair","40.566","-78.4495","148","123.1","America/New_York","16636"
"Woodburn","IA","Iowa","Clarke","41.0108","-93.5963","148","90.6","America/Chicago","50275"
"Banner","IL","Illinois","Fulton","40.5126","-89.9156","148","44.3","America/Chicago","61520"
"Days Creek","OR","Oregon","Douglas","42.9705","-123.1658","148","24.3","America/Los_Angeles","97417,97429"
"Panorama Park","IA","Iowa","Scott","41.5557","-90.4538","148","519.9","America/Chicago","52722"
