city,state,state_name,county,lat,lng,population,density,timezone,zips
"Naches","WA","Washington","Yakima","46.7258","-120.6909","895","396.6","America/Los_Angeles","98937"
"Decaturville","TN","Tennessee","Decatur","35.5819","-88.1195","895","209.2","America/Chicago","38329"
"Wickes","AR","Arkansas","Polk","34.2988","-94.3331","895","148.8","America/Chicago","71973"
"Sterrett","AL","Alabama","Shelby","33.449","-86.4645","895","15.1","America/Chicago","35147,35178"
"White Plains","AL","Alabama","Calhoun","33.7603","-85.688","895","27","America/Chicago","36207"
"Doe Run","MO","Missouri","St. Francois","37.7454","-90.4994","895","143.4","America/Chicago","63601,63637"
"Hayneville","AL","Alabama","Lowndes","32.1822","-86.5787","895","185.6","America/Chicago","36040"
"Gowrie","IA","Iowa","Webster","42.2779","-94.2897","894","239.9","America/Chicago","50543"
"Hoonah","AK","Alaska","Hoonah-Angoon","58.1118","-135.4248","894","58.8","America/Juneau","99829"
"University of Pittsburgh Bradford","PA","Pennsylvania","McKean","41.9443","-78.6727","894","786.5","America/New_York","16701"
"Clarence","MO","Missouri","Shelby","39.7432","-92.2602","894","298.2","America/Chicago","63437"
"Milford Center","OH","Ohio","Union","40.179","-83.439","893","817.7","America/New_York","43045"
"Hopedale","OH","Ohio","Harrison","40.3263","-80.8955","893","294.1","America/New_York","43976"
"Rockford","OH","Ohio","Mercer","40.6912","-84.6497","893","398.9","America/New_York","45882"
"Magazine","AR","Arkansas","Logan","35.1534","-93.8078","893","189.9","America/Chicago","72943"
"Millersburg","IN","Indiana","Elkhart","41.5277","-85.6964","892","533.2","America/Indiana/Indianapolis","46543"
"Carrollton","AL","Alabama","Pickens","33.2619","-88.0951","892","167.3","America/Chicago","35447"
"Ramblewood","PA","Pennsylvania","Centre","40.7238","-77.9432","892","111.1","America/New_York","16865"
"China","TX","Texas","Jefferson","30.0522","-94.3331","892","253.9","America/Chicago","77613,77713"
"Tivoli","NY","New York","Dutchess","42.0587","-73.9119","892","223.3","America/New_York","12583"
"Adelino","NM","New Mexico","Valencia","34.7064","-106.7318","892","115.4","America/Denver","87031"
"Santa Maria","PR","Puerto Rico","Ceiba","18.271","-65.6623","892","717.2","America/Puerto_Rico","735"
"Cottondale","FL","Florida","Jackson","30.7891","-85.3644","892","105.4","America/Chicago","32431,32446"
"Indian Creek","IL","Illinois","Lake","42.2272","-87.9783","892","3559.2","America/Chicago","60061"
"Hills","IA","Iowa","Johnson","41.5569","-91.5362","892","419.1","America/Chicago","52240,52235"
"Oxford","KS","Kansas","Sumner","37.2741","-97.1696","892","380.1","America/Chicago","67119"
"Scranton","KS","Kansas","Osage","38.7778","-95.7402","891","319.4","America/Chicago","66537"
"Lake Nebagamon","WI","Wisconsin","Douglas","46.512","-91.6995","891","27.5","America/Chicago","54849"
"Carlton","MN","Minnesota","Carlton","46.6628","-92.4067","891","90.4","America/Chicago","55718,55733"
"Bowman","GA","Georgia","Elbert","34.2051","-83.0309","891","110.4","America/New_York","30624"
"McLouth","KS","Kansas","Jefferson","39.1961","-95.2083","891","597.2","America/Chicago","66054"
"Blue Mound","IL","Illinois","Macon","39.7004","-89.1185","891","587.9","America/Chicago","62513"
"St. Charles","IA","Iowa","Madison","41.2872","-93.8075","891","553.8","America/Chicago","50240"
"Norvelt","PA","Pennsylvania","Westmoreland","40.205","-79.497","891","192","America/New_York","15674,15666"
"Smithers","WV","West Virginia","Fayette","38.1685","-81.2991","891","238.8","America/New_York","25186"
"Crawford","TX","Texas","McLennan","31.5382","-97.4465","890","238.5","America/Chicago","76638"
"Mansfield","IL","Illinois","Piatt","40.2125","-88.5084","890","677","America/Chicago","61854"
"Stamping Ground","KY","Kentucky","Scott","38.2697","-84.6831","890","584.7","America/New_York","40379"
"Westphalia","MI","Michigan","Clinton","42.9303","-84.7981","890","308.5","America/Detroit","48894"
"Rushville","NE","Nebraska","Sheridan","42.7134","-102.4665","890","298.7","America/Denver","69360"
"Vandiver","AL","Alabama","Shelby","33.4601","-86.5247","890","16.9","America/Chicago","35147,35176"
"Silverado","CA","California","Orange","33.7482","-117.6285","890","60.1","America/Los_Angeles","92676"
"Braceville","IL","Illinois","Will","41.228","-88.2464","890","110.5","America/Chicago","60407,60481"
"Rio Canas Abajo","PR","Puerto Rico","Juana Díaz","18.0396","-66.4683","890","792.6","America/Puerto_Rico","795"
"West Bend","IA","Iowa","Palo Alto","42.96","-94.4457","889","384.7","America/Chicago","50597"
"Sylvan Beach","NY","New York","Oneida","43.2061","-75.7233","889","500","America/New_York","13157,13308"
"Hillside","NY","New York","Ulster","41.9177","-74.0337","889","419.3","America/New_York","12401"
"Bellemeade","KY","Kentucky","Jefferson","38.251","-85.591","889","526.7","America/New_York","40223,40222"
"Walthill","NE","Nebraska","Thurston","42.1489","-96.4929","889","802.5","America/Chicago","68067"
"Deerfield","MI","Michigan","Lenawee","41.8901","-83.779","889","362.6","America/Detroit","49238"
"Royal Hawaiian Estates","HI","Hawaii","Hawaii","19.4413","-155.1841","889","117.5","Pacific/Honolulu","96785"
"Canon","GA","Georgia","Franklin","34.3455","-83.1107","888","109.8","America/New_York","30520"
"St. Michaels","AZ","Arizona","Apache","35.6606","-109.0962","888","89.8","America/Denver","86511,86515"
"Maryland Park","MD","Maryland","Prince George's","38.8889","-76.9077","888","1579","America/New_York","20743"
"Jarratt","VA","Virginia","Sussex","36.816","-77.4689","888","272.5","America/New_York","23867"
"Trout Lake","WA","Washington","Klickitat","45.9976","-121.529","888","49.4","America/Los_Angeles","98650"
"Campobello","SC","South Carolina","Spartanburg","35.126","-82.1488","888","122.7","America/New_York","29356,29322"
"Colcord","OK","Oklahoma","Delaware","36.2647","-94.6923","888","139.8","America/Chicago","74338"
"Mina","SD","South Dakota","Edmunds","45.4521","-98.7414","888","90.6","America/Chicago","57451"
"Ossineke","MI","Michigan","Alpena","44.9072","-83.4287","888","93.8","America/Detroit","49766"
"Sunlit Hills","NM","New Mexico","Santa Fe","35.5957","-105.921","888","91.3","America/Denver","87508"
"Arnold","NE","Nebraska","Custer","41.4231","-100.1936","887","511.4","America/Chicago","69120"
"Ridge Farm","IL","Illinois","Vermilion","39.8957","-87.652","887","112.1","America/Chicago","61870"
"Deer River","MN","Minnesota","Itasca","47.3391","-93.7929","887","225.8","America/Chicago","56636"
"Patoka","IN","Indiana","Gibson","38.4008","-87.5874","887","287.2","America/Chicago","47666"
"Dakota City","IA","Iowa","Humboldt","42.7229","-94.1977","887","469.1","America/Chicago","50529,50548"
"New Kent","VA","Virginia","New Kent","37.5095","-76.9863","887","76.3","America/New_York","23124"
"Howe","IN","Indiana","LaGrange","41.7228","-85.4255","887","191.6","America/Detroit","46746"
"Arena","WI","Wisconsin","Iowa","43.1636","-89.9103","886","295.9","America/Chicago","53503"
"Levan","UT","Utah","Juab","39.5561","-111.8607","886","424","America/Denver","84639"
"Fort Braden","FL","Florida","Leon","30.4308","-84.5346","886","78.7","America/New_York","32310"
"North Webster","IN","Indiana","Kosciusko","41.3239","-85.6979","886","422.7","America/Indiana/Indianapolis","46555"
"Talmage","CA","California","Mendocino","39.1314","-123.1648","886","215.2","America/Los_Angeles","95482,95481"
"Maricao","PR","Puerto Rico","Maricao","18.1838","-66.981","886","191.8","America/Puerto_Rico","606"
"University of California-Merced","CA","California","Merced","37.3666","-120.4192","886","524.3","America/Los_Angeles","95340"
"Hoagland","IN","Indiana","Allen","40.952","-84.9955","886","100.7","America/Indiana/Indianapolis","46745"
"Waterloo","CA","California","San Joaquin","38.0365","-121.1846","886","62.9","America/Los_Angeles","95215"
"Buckhead Ridge","FL","Florida","Glades","27.1331","-80.8868","886","244","America/New_York","34974"
"Los Alamos","CA","California","Santa Barbara","34.7419","-120.2746","886","378.5","America/Los_Angeles","93440"
"Lost City","OK","Oklahoma","Cherokee","36.0006","-95.1223","886","14.5","America/Chicago","74441"
"Triadelphia","WV","West Virginia","Ohio","40.0483","-80.623","885","506.9","America/New_York","26059"
"Lake Madison","SD","South Dakota","Lake","43.9593","-97.021","885","72.4","America/Chicago","57075,57042"
"Merrill","IA","Iowa","Plymouth","42.7206","-96.2519","885","655.3","America/Chicago","51038"
"Mount Vernon","MD","Maryland","Somerset","38.2447","-75.7828","885","26.2","America/New_York","21853"
"Archer","FL","Florida","Alachua","29.54","-82.5186","885","37.4","America/New_York","32618"
"Pentwater","MI","Michigan","Oceana","43.7793","-86.4303","885","255.5","America/Detroit","49449"
"Sloan","IA","Iowa","Woodbury","42.2328","-96.2247","884","590.1","America/Chicago","51055"
"Owen","WI","Wisconsin","Clark","44.9485","-90.5621","884","148.5","America/Chicago","54460,54498"
"Mayer","AZ","Arizona","Yavapai","34.4233","-112.2408","884","16.9","America/Phoenix","86333"
"Roslyn","WA","Washington","Kittitas","47.2511","-121.099","884","77.7","America/Los_Angeles","98941,98925"
"Nina","TX","Texas","Starr","26.2811","-98.581","884","290.4","America/Chicago","78582"
"Brooksville","MS","Mississippi","Noxubee","33.2367","-88.5781","884","214.8","America/Chicago","39739"
"Highpoint","OH","Ohio","Hamilton","39.2892","-84.3472","884","1263.9","America/New_York","45249"
"Clinton","MT","Montana","Missoula","46.7718","-113.7169","884","104.3","America/Denver","59825"
"Houston","MN","Minnesota","Houston","43.7583","-91.5706","883","276.9","America/Chicago","55943"
"Frankford","DE","Delaware","Sussex","38.5215","-75.2342","883","293.9","America/New_York","19945"
"Forest Park","OK","Oklahoma","Oklahoma","35.5096","-97.4469","883","181.5","America/Chicago","73121"
"Sandoval","IL","Illinois","Marion","38.6121","-89.1193","883","342.4","America/Chicago","62882"
"Biwabik","MN","Minnesota","St. Louis","47.555","-92.3234","882","38.9","America/Chicago","55705,55708"
"Teec Nos Pos","AZ","Arizona","Apache","36.9221","-109.0753","882","23.8","America/Denver","86514"
"Patagonia","AZ","Arizona","Santa Cruz","31.5436","-110.7478","882","264.1","America/Phoenix","85624"
"Greene","ME","Maine","Androscoggin","44.1898","-70.1418","882","131.4","America/New_York","4236"
"Chilchinbito","AZ","Arizona","Navajo","36.5027","-110.0512","881","14.3","America/Denver","86033"
"Strawberry","AZ","Arizona","Gila","34.4012","-111.51","881","29.5","America/Phoenix","85544"
"Hinton","IA","Iowa","Plymouth","42.6212","-96.2977","881","381.5","America/Chicago","51024"
"Aurora","UT","Utah","Sevier","38.9202","-111.9335","881","363.4","America/Denver","84620"
"Yachats","OR","Oregon","Lincoln","44.3127","-124.1023","881","373.5","America/Los_Angeles","97498"
"St. Nazianz","WI","Wisconsin","Manitowoc","44.0067","-87.9246","881","428.6","America/Chicago","54232"
"Montgomery","LA","Louisiana","Grant","31.6677","-92.8877","881","164.6","America/Chicago","71454"
"Borden","IN","Indiana","Clark","38.4699","-85.9491","880","244.1","America/Kentucky/Louisville","47106"
"Fern Forest","HI","Hawaii","Hawaii","19.4648","-155.1324","880","27.2","Pacific/Honolulu","96785"
"Havre North","MT","Montana","Hill","48.5632","-109.6713","880","101.4","America/Denver","59501"
"Franklin","ID","Idaho","Franklin","42.0124","-111.8036","880","260.9","America/Boise","83237"
"Mountainhome","PA","Pennsylvania","Monroe","41.1779","-75.2633","880","179.2","America/New_York","18326"
"Winona","TX","Texas","Smith","32.4928","-95.173","880","220.6","America/Chicago","75792"
"Greenup","KY","Kentucky","Greenup","38.5578","-82.8191","880","161.4","America/New_York","41144"
"Meadow View Addition","SD","South Dakota","Minnehaha","43.6233","-96.7023","880","314.2","America/Chicago","57104"
"Fuig","PR","Puerto Rico","Guánica","17.9857","-66.917","880","654.2","America/Puerto_Rico","647"
"Gibbon","MN","Minnesota","Sibley","44.5332","-94.5242","880","511.6","America/Chicago","55335"
"Jacumba","CA","California","San Diego","32.6278","-116.1826","880","55.5","America/Los_Angeles","91934"
"Moulton","TX","Texas","Lavaca","29.5723","-97.1465","879","406.3","America/Chicago","77975"
"Lattimer","PA","Pennsylvania","Luzerne","40.9929","-75.9607","879","451.5","America/New_York","18234,18202"
"Harlem","MT","Montana","Blaine","48.5318","-108.7847","879","811.4","America/Denver","59526"
"Mannsville","OK","Oklahoma","Johnston","34.1854","-96.8981","879","111.8","America/Chicago","73447,73401"
"Killdeer","ND","North Dakota","Dunn","47.3689","-102.7472","879","183.5","America/Denver","58640"
"Montezuma","KS","Kansas","Gray","37.5925","-100.45","878","333.9","America/Chicago","67867"
"Royalton","PA","Pennsylvania","Dauphin","40.1873","-76.7269","878","1155.2","America/New_York","17057"
"Rib Lake","WI","Wisconsin","Taylor","45.3195","-90.203","878","194.5","America/Chicago","54470"
"Berlin Heights","OH","Ohio","Erie","41.3204","-82.4903","878","211.8","America/New_York","44814"
"Camanche North Shore","CA","California","Amador","38.2442","-120.9538","877","145.2","America/Los_Angeles","95640"
"Ocean View","NJ","New Jersey","Cape May","39.1932","-74.7373","877","116.5","America/New_York","8230"
"Gwinner","ND","North Dakota","Sargent","46.2358","-97.6696","877","164.2","America/Chicago","58040"
"Texhoma","OK","Oklahoma","Texas","36.5054","-101.7872","877","528.2","America/Chicago","73949"
"Homeland","GA","Georgia","Charlton","30.8603","-82.0214","877","135.5","America/New_York","31537"
"Moncure","NC","North Carolina","Chatham","35.6239","-79.0769","877","71.6","America/New_York","27559"
"New Washington","OH","Ohio","Crawford","40.9604","-82.8547","877","252.9","America/New_York","44854"
"Trinidad","TX","Texas","Henderson","32.1562","-96.1054","877","22.7","America/Chicago","75163"
"Waldo","FL","Florida","Alachua","29.7925","-82.1663","877","155.6","America/New_York","32694"
"Rougemont","NC","North Carolina","Durham","36.221","-78.9207","877","53.6","America/New_York","27572"
"Centerville","SD","South Dakota","Turner","43.1165","-96.9596","876","470.1","America/Chicago","57014"
"Springer","OK","Oklahoma","Carter","34.291","-97.1255","876","22.7","America/Chicago","73401,73458"
"Gratis","OH","Ohio","Preble","39.6485","-84.5286","876","348.5","America/New_York","45330"
"Hargill","TX","Texas","Hidalgo","26.4423","-98.0146","876","395.6","America/Chicago","78549"
"Footville","WI","Wisconsin","Rock","42.6715","-89.2084","876","299.8","America/Chicago","53548,53537"
"St. Jo","TX","Texas","Montague","33.695","-97.5231","876","314.3","America/Chicago","76265"
"White Plains","NC","North Carolina","Surry","36.4451","-80.6351","876","84.4","America/New_York","27030,27031"
"Coffeeville","MS","Mississippi","Yalobusha","33.9764","-89.6845","875","157.6","America/Chicago","38922"
"Lake Hughes","CA","California","Los Angeles","34.6832","-118.4588","875","31.8","America/Los_Angeles","93532"
"Argyle","WI","Wisconsin","Lafayette","42.7014","-89.8657","875","533.8","America/Chicago","53504"
"Essex","IA","Iowa","Page","40.8327","-95.3038","875","206.7","America/Chicago","51638"
"Lake of the Woods","CA","California","Kern","34.8225","-119.0025","875","95.5","America/Los_Angeles","93225"
"Clarkton","NC","North Carolina","Bladen","34.4891","-78.6559","875","271.2","America/New_York","28433"
"Russellville","MO","Missouri","Cole","38.5127","-92.4385","875","387.7","America/Chicago","65074"
"Garrochales","PR","Puerto Rico","Barceloneta","18.4572","-66.5675","875","512.4","America/Puerto_Rico","617"
"Independence","CA","California","Inyo","36.8275","-118.2132","875","69.5","America/Los_Angeles","93526"
"Princeton","IA","Iowa","Scott","41.672","-90.357","875","103.6","America/Chicago","52753,52768"
"Telford","TN","Tennessee","Washington","36.2534","-82.5478","875","136.9","America/New_York","37690"
"Grapeview","WA","Washington","Mason","47.3316","-122.8413","874","92","America/Los_Angeles","98524,98546"
"Clayton","IN","Indiana","Hendricks","39.6892","-86.5234","874","519.4","America/Indiana/Indianapolis","46118"
"Viborg","SD","South Dakota","Turner","43.1722","-97.0824","874","650.4","America/Chicago","57070"
